Date,City,State,Country,Shape,Duration,Summary,Posted,Images,ReportNum,Location,Latitude,Longitude
7/23/2022 22:00,Pocatello,ID,USA,Light,10-15 minutes,"Pinkish, square lights very high up. In a straight line approx 20 miles long silent moving south to north duration 10-15 min",9/9/2022,,113,"Pocatello, ID",42.8621042,-112.4506191
7/23/2022 21:40,Saint Paul,MN,USA,Unknown,61 minutes,"Loud, thunderous, rythmic noises for at least 60 minutes, followed by two lightless darkened low-flying helicopters headed toward it.",9/9/2022,,114,"Saint Paul, MN",44.9537029,-93.0899578
7/23/2022 21:37,Point pleasant,NJ,USA,Changing,5 hours still there,All four times I have worked at this beach I have 30 videos,9/9/2022,Yes,115,"Point pleasant, NJ",40.0831714,-74.0681931
7/23/2022 21:30,Wichita,KS,USA,Light,6 seconds,Red/green/white from south to north of entire sky in 6 seconds.,9/9/2022,,116,"Wichita, KS",37.6871761,-97.330053
7/23/2022 21:30,Syracuse,NY,USA,Circle,5 minutes,"4 perfectly symmetrical lightfs in a diagonal for, not exactly near to one another, but standing still.",9/9/2022,,117,"Syracuse, NY",43.0481221,-76.1474244
7/23/2022 21:10,Salisbury,MD,USA,Circle,Approximately 5 minutes,Bright orange ball of light moving slow in the sky,9/9/2022,Yes,118,"Salisbury, MD",38.3606736,-75.5993692
7/23/2022 21:00,Covina,CA,USA,Light,30 seconds,Round redish orange light slowly moving west to east. No sounds. Just all of a sudden disappeared.,9/9/2022,,119,"Covina, CA",34.0900091,-117.8903397
7/23/2022 13:54,Milwaukee,WI,USA,Other,Short video clip,US Air Show with Jets - Video shows something Exiting Stage Left Quickly,9/9/2022,Yes,120,"Milwaukee, WI",43.0389025,-87.9064736
7/23/2022 10:54,West Bend,WI,USA,Circle,8-10 seconds,Giant black circle  with extremely bright green red blue light,9/9/2022,,121,"West Bend, WI",43.4252776,-88.1834277
7/23/2022 5:35,Slidell,LA,USA,Circle,45 seconds to one minute,I saw 2 round white orbs flying fast towards the rising sunlight to which they disappeared in the light about a minute long watching t,9/9/2022,,122,"Slidell, LA",30.2751945,-89.7811745
7/23/2022 4:00,philadelphia,PA,USA,Circle,an hours or so,The craft has green lights blinking in a circular pattern for a few moments.  Craft moved to the NW direction lights flashing.,9/9/2022,Yes,123,"philadelphia, PA",39.9525839,-75.1652215
7/23/2022 2:00,Morgantown,WV,USA,Star,About an hour and a half.,"Moving star. Not a satellite. Saw it in the sky southwest of my location, but it moved to dead center of the sky where I was at.",9/9/2022,,124,"Morgantown, WV",39.629526,-79.9558968
7/23/2022 0:52,Hilham,TN,USA,Circle,Several minutes/an hour,"Very bright, white light that hovered/moved with ease. Travel distance very fast. No sound.",9/9/2022,,125,"Hilham, TN",36.4142281,-85.4416363
7/22/2022 23:10,Bly Oregon,OR,USA,Cigar,10 mins,4 US air force personnel seen cigar shaped object,9/9/2022,,126,"Bly Oregon, OR",42.3979851,-121.0428654
7/22/2022 23:04,klamath falls,OR,USA,Cigar,30 seconds,"I went out back, looked up seen the train of lights, had my son record it.",9/9/2022,Yes,127,"klamath falls, OR",42.224867,-121.7816704
7/22/2022 23:00,Many,LA,USA,Cylinder,30 to 40 seconds,Seen a this figure in the sky not moving then slowly faded away.,9/9/2022,Yes,128,"Many, LA",31.5687848,-93.4840645
7/22/2022 22:55,Plymouth,MN,USA,Cigar,3 minutes,It flew across the sky in front of us for about 2 minutes then disappeared. Very slim. Low flying.,9/9/2022,Yes,129,"Plymouth, MN",45.0105194,-93.4555093
7/22/2022 22:54,Lindsay,NE,USA,Rectangle,Approximately 2-3 minutes,I saw a rectangular craft with strobing lights fly silently from south to north of my location. Was not starlink satellites!,9/9/2022,,130,"Lindsay, NE",41.7000097,-97.6939411
7/22/2022 22:53,Sapulpa,OK,USA,Disk,I have 1minet video,"Stepped outside just caught it mid passing probably 2,000 ft away headed north in area code 74066 at 10:50 p.m. I do have video",9/9/2022,,131,"Sapulpa, OK",35.9987007,-96.1141664
7/22/2022 22:35,Bend,OR,USA,Disk,A few minutes,It was bright and round ish,9/9/2022,Yes,132,"Bend, OR",44.0581728,-121.3153096
7/22/2022 22:25,STOCKBRIDGE,MI,USA,Other,60 seconds,Linear formation of multiple white lights moving in unison evenly spaced viewed in the sky overhead,9/9/2022,Yes,133,"STOCKBRIDGE, MI",42.4511466,-84.1805146
7/22/2022 22:25,Oakland,CA,USA,Cigar,Around 1-2 minutes,Some friends and I were chilling in the mountains when we looked in the sky and seen a solid beam of lights. It seemed to be rotating.,9/9/2022,Yes,134,"Oakland, CA",37.8043514,-122.2711639
7/22/2022 22:25,Dublin,OH,USA,Cigar,2-3 minutes,"Saw an object moving straight down slowly, as we were watching it, several lights lit up consecutively and then it disappeared.",9/9/2022,,135,"Dublin, OH",40.0992294,-83.1140771
7/22/2022 22:15,Rosebud,SD,USA,Disk,3 minutes,Dark chrome disk,9/9/2022,,136,"Rosebud, SD",43.2327824,-100.8534779
7/22/2022 22:00,Steamboat Springs,CO,USA,Sphere,20 seconds,A chain of lights moving at high speed,9/9/2022,,137,"Steamboat Springs, CO",40.4849769,-106.8317158
7/22/2022 22:00,Somers point,NJ,USA,Fireball,3 min,3 glowing balls,9/9/2022,,138,"Somers point, NJ",39.3160641,-74.6053047
7/22/2022 22:00,Ossian,IN,USA,Circle,4 minutes,"Flying saucer/UFO, Light blue neon lights, Very clear view, seemed to be 1 living ET in spacecraft, after about 4 Minutes, it was gone.",9/9/2022,,139,"Ossian, IN",40.880603,-85.1663593
7/22/2022 22:00,Boulder,CO,USA,Rectangle,30 seconds,Bright white perimeter of elongated rectangle with evenly spaced circular lights in middle,9/9/2022,Yes,140,"Boulder, CO",40.0149856,-105.2705456
7/22/2022 21:55,Cottonwood Heights,UT,USA,Cigar,About 20 seconds,"At home in backyard, huddled in rows of 3 with lines about 20 long",9/9/2022,Yes,141,"Cottonwood Heights, UT",40.6183158,-111.8162931
7/22/2022 21:54,Silverthorne,CO,USA,Cigar,1 minute,Lighted object seen moving north to south,9/9/2022,Yes,142,"Silverthorne, CO",39.6296191,-106.0712941
7/22/2022 21:50,Custer,SD,USA,Formation,40 seconds,We sat around outside our camp fire and one of party members looked up to the sky and saw the strange shape that was slowly moving.,9/9/2022,,143,"Custer, SD",43.7666507,-103.5988057
7/22/2022 21:47,Cedar Springs,MI,USA,Cigar,3-5 minutes,"Huge cylinder floated across the sky, lit up and then disappeared",9/9/2022,,144,"Cedar Springs, MI",43.2233604,-85.5514237
7/22/2022 21:42,Upper Pottsgrove,PA,USA,Circle,5 minutes,3 orange yellow orbs,9/9/2022,,145,"Upper Pottsgrove, PA",40.2859406,-75.6382657
7/22/2022 21:30,Salinas,CA,USA,Unknown,10 minutes,Lights staying still in sky that turned “on and off”,12/22/2022,,146,"Salinas, CA",36.6777372,-121.6555013
7/22/2022 21:19,Dansville,NY,USA,Unknown,,Ufo sighting,12/22/2022,Yes,147,"Dansville, NY",42.5608999,-77.696106
7/22/2022 21:18,Concord,NH,USA,Teardrop,3 days,Upon driving thru multiple towns an object that was well lit followed me three nights in a row,9/9/2022,,148,"Concord, NH",43.2081366,-71.5375718
7/22/2022 20:55,Aronldsville,GA,USA,Changing,One hour,Spotted several craft on July 22nd at 8:50pm started as orb then triangle craft was 50 feet over house and then came right over my head,9/9/2022,,149,"Aronldsville, GA",33.9051167,-83.2168199
7/22/2022 20:10,Levittown,PA,USA,Chevron,one minute,Watching a passenger plane with short contrail making a turn when this was going by in the opposite direction,9/9/2022,,150,"Levittown, PA",40.1551096,-74.8287747
7/22/2022 20:03,Huntsville,TX,USA,Circle,One minute,From my back porch I was taking photos of the sunset and saw the green orb. It moved upward and went behind the clouds.,9/9/2022,Yes,151,"Huntsville, TX",30.7235263,-95.5507771
7/22/2022 19:00,Skippack Township,PA,USA,Cigar,15 minutes,"Craft was yellow, moving slowly without any sound ..",9/9/2022,,152,"Skippack Township, PA",40.2234846,-75.422819
7/22/2022 18:00,Bradenton,FL,USA,Sphere,20-30 seconds,looked up at storm clouds as leaving theatre & saw silver ball/sphere speeding NW..turned black & disappeared,9/9/2022,,153,"Bradenton, FL",27.4989278,-82.5748194
7/22/2022 15:20,Malibu,CA,USA,Sphere,25-35 seconds,"A sphere, approximately 200-400' in the air, sat stationary until it ""blinked"" out of sight",10/8/2022,,154,"Malibu, CA",34.0259216,-118.7797571
7/22/2022 15:10,Prineville,OR,USA,Chevron,,Chevron shaped mirrored image fell from blue sky moved rapidly back into blue sky,9/9/2022,,155,"Prineville, OR",44.2998485,-120.8344664
7/22/2022 11:00,Moore,OK,USA,,10 minutes,Long cigar solid shaped craft with light beam,9/9/2022,Yes,156,"Moore, OK",35.3395079,-97.4867028
7/22/2022 5:05,Pittsfield,MA,USA,Star,30-60 seconds,"I saw what appeared to be a star, but it was moving in very weird directions",9/9/2022,,157,"Pittsfield, MA",42.4500845,-73.2453824
7/22/2022 5:00,Kannapolis,NC,USA,Light,10 seconds,2 Headlight looking lights off in distance.,9/9/2022,,158,"Kannapolis, NC",35.4873613,-80.6217341
7/22/2022 1:20,Yankton,SD,USA,Cylinder,4-5mins,Fiery blue cylinder shape,9/9/2022,,159,"Yankton, SD",42.8711088,-97.3972813
7/21/2022 23:36,Onaway,MI,USA,Unknown,3 minutes approximately,"Saw a bright light traveling east, then it stopped.",9/9/2022,,160,"Onaway, MI",45.3575121,-84.223903
7/21/2022 23:30,Whitng,NJ,USA,Circle,About 8 minutes,Circle type craft moving at incredible speeds,9/9/2022,,161,"Whitng, NJ",39.9543627,-74.378734
7/21/2022 23:20,Terrebonne,OR,USA,,A few seconds,Bright flash of light and then a trail going down.,9/9/2022,,162,"Terrebonne, OR",44.3528981,-121.1778129
7/21/2022 23:00,Pottstown,PA,USA,Light,30 min,Many UAP sitting in the sky. String of lights not moving. V shape lights not moving. Other moving craft with bright under lights.,9/9/2022,Yes,163,"Pottstown, PA",40.2453741,-75.6496302
7/21/2022 22:41,Homewood,IL,USA,Star,10 minutes,Several stars are continuing to move over our house in different directions and are changing direction at extremely fast rates.,9/9/2022,,164,"Homewood, IL",41.5676825,-87.6541852
7/21/2022 22:00,Pioneer,CA,USA,Light,1 minute,5 lights appeared then disappeared one after the other in a line the length of a fist stretched out at arms length,9/9/2022,,165,"Pioneer, CA",38.4318551,-120.5718719
7/21/2022 21:46,Dayton,OH,USA,Circle,40 Seconds,The UFO was seen low to the ground at high speeds.,9/9/2022,,166,"Dayton, OH",39.7589478,-84.1916069
7/21/2022 21:33,Philadelphia,PA,USA,Circle,5 minutes,Green orbs lined up like orion's belt then changed positions to an obtuse triangle almost like the handle of the dipper,9/9/2022,,167,"Philadelphia, PA",39.9525839,-75.1652215
7/21/2022 16:30,Gibsonton,FL,USA,Cylinder,5 minutes,"Saw a white light in the sky, then shot up about 1000 feet in second then light changed colors then craft started changing shape in sky",9/9/2022,,168,"Gibsonton, FL",27.8536365,-82.382593
7/21/2022 14:28,Keizer,OR,USA,Light,Just a few minutes,Either a cluster of drones flying in sync or....,9/9/2022,,169,"Keizer, OR",44.9901194,-123.0262077
7/21/2022 9:21,Rocky Mountain National Park,CO,USA,Cigar,30 minutes,Was a white rectangle box that rose up off of a mountain,9/9/2022,,170,"Rocky Mountain National Park, CO",40.3427932,-105.6836389
7/21/2022 6:00,McVeytown,PA,USA,Sphere,30 seconds,"White, spherical object flying silently in northeasterly direction.",9/9/2022,,171,"McVeytown, PA",40.4992419,-77.7413818
7/21/2022 5:15,Stinett,TX,USA,Circle,,A round floating object in the sky appearing close proximity to the man,9/9/2022,Yes,172,"Stinett, TX",35.8269841,-101.4429435
7/21/2022 1:35,Boca Raton,FL,USA,Disk,Watched for about 10 minu,"Looked like 3 lights, was hovering, only light in the sky",9/9/2022,,173,"Boca Raton, FL",26.3683064,-80.1289321
7/21/2022 1:30,Goochland,VA,USA,Triangle,about 3 minutes,It was too big to be going that slow and low in the sky. I stood at the window' do not remember seeing it pass over house?,9/9/2022,,174,"Goochland, VA",37.6841421,-77.885374
7/21/2022 0:15,Oceanside,CA,USA,Chevron,20 seconds,Dark Blue Darting Chevron shape,9/9/2022,Yes,175,"Oceanside, CA",33.1958696,-117.3794834
7/20/2022 23:15,Lakewood,WA,USA,Sphere,10 sec,Sphere followed/escorted by helicopter,9/9/2022,Yes,176,"Lakewood, WA",47.1717649,-122.518458
7/20/2022 16:50,Anchorage,AK,USA,Cylinder,It’s save in my computer,"We was looking out our window taking picture of the clouds because of the colors. Then this huge ufo appeared, You can see a wormhole",12/22/2022,Yes,177,"Anchorage, AK",61.2175758,-149.8996785
7/20/2022 11:00,Vero beach,FL,USA,Disk,2 minutes,"Stationary disk sat for 2 minutes, then flew off at enormous speed",9/9/2022,,178,"Vero beach, FL",27.6386434,-80.3972736
7/20/2022 4:23,Not sure,NE,USA,Light,Not sure 39 mins or more,My uncle sent me video footage from his phone from the truck stop he was at as well as a picture from his phone,9/9/2022,Yes,179,"Not sure, NE",,
7/19/2022 23:38,Albuquerque,NM,USA,Light,1:20,Flashing Light in the Clouds,9/9/2022,,180,"Albuquerque, NM",35.0843859,-106.650422
7/19/2022 22:45,Everett,WA,USA,Light,Lasted around 10 to 15 mi,Super bright&fast moving orange lights,9/9/2022,,181,"Everett, WA",47.9789848,-122.2020794
7/19/2022 22:20,Melbourne,AR,USA,Light,About 7 minutes,Two orange lights slowly pulsing in the distance.,9/9/2022,,182,"Melbourne, AR",36.0592901,-91.9071156
7/19/2022 21:30,Cosby,MO,USA,Light,7 minutes,Three orbs of light sighted for seven minutes before each light disappeared one by one.,9/9/2022,,183,"Cosby, MO",39.8641616,-94.6782948
7/19/2022 19:39,Cedarhurst,NY,USA,Unknown,fast but got a photo,Something flew fast and I took a picture and caught it.,9/9/2022,Yes,184,"Cedarhurst, NY",40.6228819,-73.7242983
7/19/2022 16:57,Port St. Lucie,FL,USA,Diamond,1 hour,"Three semi-metallic, diamond shaped craft.",9/9/2022,Yes,185,"Port St. Lucie, FL",27.2730492,-80.3582261
7/19/2022 12:27,Short Pump,VA,USA,,20 seconds,"Saw a strange cloud in the sky. Twisting upward like an upside down tornado. That's what caught my eye, so I took a few pictures of it.",9/9/2022,Yes,186,"Short Pump, VA",37.6661089,-77.6278377
7/19/2022 10:18,Fort Collins,CO,USA,Triangle,5 seconds,"Very large scale, fast moving, dim lights in triangle shape flew over from East to West.",9/9/2022,,187,"Fort Collins, CO",40.5852602,-105.084423
7/19/2022 2:27,Los Angeles,CA,USA,Unknown,2-6 minutes,My friend saw something near the moon and I thought she was lying until I actually looked up.,9/9/2022,Yes,188,"Los Angeles, CA",34.0522342,-118.2436849
7/19/2022 0:54,Emmett,ID,USA,Unknown,10 seconds,Green light turned red headed up hill,9/9/2022,,189,"Emmett, ID",43.8734978,-116.4993012
7/19/2022 0:12,Near atlanta,GA,USA,Fireball,Few minutes,Traveling in plane,9/9/2022,,190,"Near atlanta, GA",33.748752,-84.3876845
7/18/2022 23:01,Chapel Hill,NC,USA,Unknown,At least 5 minutes,"Saw hovering solid red and green light, which quickly moved a long distance then back, then hovered again.",9/9/2022,,191,"Chapel Hill, NC",35.9131996,-79.0558445
7/18/2022 23:00,Auburn Hills,MI,USA,Star,25 seconds,Undercover Satellite,9/9/2022,,192,"Auburn Hills, MI",42.6875323,-83.2341028
7/18/2022 5:20,Chester,VT,USA,Cigar,1 minute approximately,I saw a large silver/white glowing object moving across the horizon,9/9/2022,,193,"Chester, VT",43.2628476,-72.5951082
7/18/2022 2:37,Bass River Township,NJ,USA,Unknown,15 minutes,"I was indoors so did not see a craft this time, just an ""entity"" that may be related to my other recent sightings of spherical craft.",9/9/2022,,194,"Bass River Township, NJ",39.5926181,-74.4426493
7/18/2022 0:10,Greeley,CO,USA,Circle,25 minutes,Light 1/3 size of the moon distintly round but hazy when all the stars were sharp and crisp.,9/9/2022,,195,"Greeley, CO",40.4233142,-104.7091322
7/17/2022 23:20,Kennesaw,GA,USA,Unknown,A couple hours,Saw something standing there it was small and brown and disappeared as I jumped.,9/9/2022,,196,"Kennesaw, GA",34.0234337,-84.6154897
7/17/2022 22:00,Clayton,NC,USA,Rectangle,1 minute,"Object sighted in sky relatively low, appeared to be a white bright translucent light moving from left to right",9/9/2022,Yes,197,"Clayton, NC",35.650711,-78.4563914
7/17/2022 21:48,Oak Forest,IL,USA,Chevron,8 minutes,"Silent, orange and red non blinking lit up craft. Moving south. Never seen anything like it.",9/9/2022,,198,"Oak Forest, IL",41.6028116,-87.7439384
7/17/2022 21:25,Unknown,IA,USA,Other,Captured in photo,Didn't realize what I captured until looking at photos,9/9/2022,Yes,199,"Unknown, IA",,
7/17/2022 2:14,milton,VT,USA,Diamond,1-2 minutes +,"No noise, it was like one big lit up Diamond (like a star- no random lights), dogs were howling, this ufo chased me, dread feeling",9/9/2022,,200,"milton, VT",44.6397405,-73.1103908
7/17/2022 0:55,chaska,MN,USA,Circle,10mins+,Stationary lights in the clouds,9/9/2022,Yes,201,"chaska, MN",44.7893446,-93.6018389
7/16/2022 23:27,Kuna,ID,USA,Triangle,2-3 minutes,Saw a slow moving large object that was silent.,9/9/2022,,202,"Kuna, ID",43.4918307,-116.4201223
7/16/2022 23:00,Athens,GA,USA,Chevron,Several hours every night,Chevron shaped and V shaped more than 1 and different sizes,9/9/2022,Yes,203,"Athens, GA",33.9519347,-83.357567
7/16/2022 22:30,Spartanburg,SC,USA,Diamond,Approximately 20 minutes,"Clusters of lights in the shapes of triangles, moving through neighborhood. Seen by many folks in neighborhood.",9/9/2022,,204,"Spartanburg, SC",34.9495672,-81.9320482
7/16/2022 16:51,Matawan,NJ,USA,Unknown,30 seconds - minute,At 4:51 pm I saw 3 black objects moving from south to north,9/9/2022,Yes,205,"Matawan, NJ",40.41483,-74.2295891
7/16/2022 12:57,Laramie,WY,USA,Sphere,Sense sunset the 15th,Saw a bright object at sunset above clouds that looked balloon shaped with binoculars.,9/9/2022,Yes,206,"Laramie, WY",41.3113669,-105.5911007
7/16/2022 11:40,Boynton Beach,FL,USA,Diamond,30 seconds,I was alerted to it by the Sun's refection & lack of movement.,9/9/2022,,207,"Boynton Beach, FL",26.5317866,-80.0905465
7/16/2022 4:33,Worcester,MA,USA,Changing,I watched it for 6-7 mins,"I observed a bright object that appeared to be a cluster of lights , it changed from oblong to rectangular.",9/9/2022,,209,"Worcester, MA",42.2625932,-71.8022934
